CSR_ID,Date,Class
1430,30,O
CSCALYSSA,17,O
CSCALYSSA,19,O
1849,19,O
CSCCLAIRET,2,O
CSCCLAIRET,29,O
CSCCLAIRET,26,O
CSCFANNY,1,O
CSCFANNY,2,O
CSCFANNY,3,O
CSCFANNY,8,O
2511,26,O
266,11,O
266,17,O
266,15,O
1805,12,O
1805,17,O
1808,15,O
CSCNICOLE,18,O
CSCNICOLE,23,O
CSCNICOLE,29,O
CSCNICOLE,29,O
CSCNICOLE,19,O
CSCNICOLE,24,O
2590,16,O
2590,19,O
2590,1,O
TM0574,3,O
TM0574,25,O
TM0574,30,O
TM0574,24,O
TM0574,3,O
TM0574,8,O
TM0574,9,O
TM0574,10,O
TM0574,11,O
TM0574,12,O
TM0574,22,O
CSCVIVIAN,3,O
