CSR_ID,Date,Class
1430,24,O
1849,16,O
CSCCLAIRET,20,O
2009,20,O
CSCELLEN,19,O
CSCFANNY,6,O
CSCFANNY,9,O
2511,5,O
2511,27,O
266,3,O
266,23,O
266,24,O
266,25,O
266,26,O
2291,2,O
2291,3,O
2291,4,O
2163,30,O
CSCJESSIE,2,O
1428,20,O
1428,27,O
1435,6,O
CSCNICOLE,3,O
CSCNICOLE,6,O
2544,16,O
2544,17,O
2544,18,O
1424,19,O
2673,17,O
CSCSABINA,5,O
CSCSABINA,12,O
1730,18,O
2491,19,O
2491,20,O
CSCVIVIAN,12,O
CSCVIVIAN,26,O
