,generation,time,score
71,72.0,44.29677128791809,93030.0
72,73.0,45.047333002090454,93030.0
73,74.0,45.36614966392517,93030.0
74,75.0,46.11471676826477,93030.0
75,76.0,46.787328243255615,93030.0
76,77.0,47.60185694694519,93030.0
77,78.0,47.62785530090332,93030.0
78,79.0,48.36741399765015,93030.0
79,80.0,49.118979692459106,93030.0
80,81.0,49.94450306892395,93030.0
81,82.0,50.622111320495605,93030.0
82,83.0,50.65509247779846,93030.0
83,84.0,51.55357360839844,93030.0
84,85.0,52.37010192871094,93030.0
85,86.0,52.6919150352478,93030.0
86,87.0,53.03571677207947,93030.0
87,88.0,53.93719673156738,93030.0
88,89.0,54.33396649360657,93030.0
89,90.0,55.083547592163086,93030.0
90,91.0,55.92704677581787,93030.0
91,92.0,56.604692459106445,93030.0
92,93.0,57.00245952606201,93030.0
93,94.0,57.907944440841675,93030.0
94,95.0,58.66049075126648,93030.0
95,96.0,59.037272930145264,93030.0
96,97.0,59.8618106842041,93030.0
97,98.0,59.89379692077637,93030.0
98,99.0,60.198612689971924,93030.0
99,100.0,60.24759221076965,93030.0
100,101.0,60.56638956069946,93030.0
101,102.0,60.582380056381226,93030.0
102,103.0,60.65635132789612,93030.0
103,104.0,60.90419411659241,93030.0
104,105.0,61.43189978599548,93030.0
105,106.0,61.53584003448486,93030.0
106,107.0,61.60580778121948,93030.0
107,108.0,61.62779521942139,93030.0
108,109.0,62.37334728240967,93030.0
109,110.0,62.83607792854309,93030.0
110,111.0,63.734559774398804,93030.0
111,112.0,64.41619205474854,93030.0
112,113.0,65.04385042190552,93030.0
113,114.0,65.07483243942261,93030.0
114,115.0,65.90934944152832,93030.0
115,116.0,66.67290925979614,93030.0
116,117.0,67.50642728805542,93030.0
117,118.0,68.3349621295929,93030.0
118,119.0,69.1824598312378,93030.0
119,120.0,70.0889482498169,93030.0
120,121.0,70.83750295639038,93030.0
121,122.0,71.66202735900879,93030.0
122,123.0,72.50854420661926,93030.0
123,124.0,73.27709341049194,93030.0
124,125.0,74.02366089820862,93030.0
125,126.0,74.6343092918396,93030.0
126,127.0,75.46382927894592,93030.0
127,128.0,76.21639466285706,93030.0
128,129.0,76.76808714866638,93030.0
129,130.0,77.66056108474731,93030.0
130,131.0,78.26920866966248,93030.0
131,132.0,79.16769003868103,93030.0
132,133.0,80.00520539283752,93030.0
133,134.0,80.68381333351135,93030.0
134,135.0,81.43937635421753,93030.0
135,136.0,82.20797443389893,93030.0
136,137.0,82.88558316230774,93030.0
137,138.0,83.7121057510376,93030.0
138,139.0,84.37872171401978,93030.0
139,140.0,85.06032681465149,93030.0
140,141.0,85.74493193626404,93030.0
141,142.0,86.53565883636475,93030.0
142,143.0,87.2322564125061,93030.0
143,144.0,87.99381685256958,93030.0
144,145.0,88.89729309082031,93030.0
145,146.0,89.57690000534058,93030.0
146,147.0,90.40442228317261,93030.0
147,148.0,91.09402322769165,92955.0
148,149.0,91.8735740184784,92955.0
149,150.0,92.63914465904236,92955.0
150,151.0,93.39969205856323,92955.0
151,152.0,94.16126155853271,92955.0
152,153.0,97.46143317222595,92955.0
153,154.0,98.20300459861755,92955.0
154,155.0,98.94757413864136,92955.0
155,156.0,99.77609610557556,92955.0
156,157.0,100.45270466804504,92955.0
157,158.0,101.13131308555603,92955.0
158,159.0,101.88987421989441,92955.0
159,160.0,102.57048177719116,92955.0
160,161.0,103.31205320358276,92955.0
161,162.0,103.98066711425781,92955.0
162,163.0,104.80619025230408,92955.0
163,164.0,105.41183996200562,92955.0
164,165.0,106.17140245437622,92880.0
165,166.0,106.99093747138977,92880.0
166,167.0,107.75249910354614,92880.0
167,168.0,108.58300924301147,92880.0
168,169.0,109.34256935119629,92880.0
169,170.0,109.96121072769165,92880.0
170,171.0,110.72377014160156,92880.0
171,172.0,111.47034001350403,92880.0
172,173.0,112.14894652366638,92880.0
173,174.0,112.8315532207489,92880.0
174,175.0,113.60310626029968,92880.0
175,176.0,114.3466956615448,92880.0
176,177.0,115.17121911048889,92880.0
177,178.0,115.92578363418579,92880.0
178,179.0,116.75130581855774,92880.0
179,180.0,117.50686955451965,92880.0
180,181.0,118.12151432037354,92880.0
181,182.0,118.95204877853394,92880.0
182,183.0,119.77655839920044,92880.0
183,184.0,120.45917391777039,92880.0
184,185.0,121.07180953025818,92880.0
185,186.0,121.89434456825256,92880.0
186,187.0,122.7398476600647,92880.0
187,188.0,123.5823609828949,92880.0
188,189.0,124.35791039466858,92880.0
189,190.0,125.17545580863953,92880.0
190,191.0,125.94101738929749,92880.0
191,192.0,126.77552223205566,92880.0
192,193.0,127.60804152488708,92880.0
193,194.0,128.29464387893677,92880.0
194,195.0,128.99026012420654,92880.0
195,196.0,129.6628773212433,92880.0
196,197.0,130.33847212791443,92880.0
197,198.0,131.10402870178223,92880.0
198,199.0,131.84859919548035,92880.0
199,200.0,132.61217141151428,92880.0
200,201.0,133.35175466537476,92880.0
201,202.0,134.08932757377625,92880.0
202,203.0,134.90088725090027,92880.0
203,204.0,135.65145707130432,92880.0
204,205.0,136.51194620132446,92880.0
205,206.0,137.33746981620789,92855.0
206,207.0,138.07804107666016,92855.0
207,208.0,138.61274218559265,92855.0
208,209.0,139.5002293586731,92855.0
209,210.0,140.25278639793396,92855.0
210,211.0,141.0773093700409,92855.0
211,212.0,141.91282606124878,92855.0
212,213.0,142.67040276527405,92855.0
213,214.0,143.49293112754822,92855.0
214,215.0,144.24449586868286,92855.0
215,216.0,144.92310523986816,92855.0
216,217.0,145.67865657806396,92855.0
217,218.0,146.50817799568176,92855.0
218,219.0,147.26773977279663,92855.0
219,220.0,147.9423589706421,92855.0
220,221.0,148.55500531196594,92855.0
221,222.0,149.16264462471008,92855.0
222,223.0,149.76829481124878,92855.0
223,224.0,150.5358498096466,92855.0
224,225.0,151.298410654068,92855.0
225,226.0,152.06696581840515,92855.0
226,227.0,152.74557423591614,92855.0
227,228.0,153.49514079093933,92855.0
228,229.0,154.1677656173706,92855.0
229,230.0,155.105211019516,92855.0
230,231.0,155.90874552726746,92855.0
231,232.0,156.69029545783997,92855.0
232,233.0,157.4998288154602,92855.0
233,234.0,158.06050205230713,92855.0
234,235.0,159.01996421813965,92780.0
235,236.0,159.7465443611145,92780.0
236,237.0,160.54609489440918,92780.0
237,238.0,161.3406240940094,92780.0
238,239.0,162.14216017723083,92780.0
239,240.0,162.8627574443817,92780.0
240,241.0,163.73324251174927,92780.0
241,242.0,164.48781538009644,92780.0
242,243.0,165.04348421096802,92780.0
243,244.0,165.98893761634827,92780.0
244,245.0,166.72052359580994,92780.0
245,246.0,167.61613154411316,92780.0
246,247.0,168.419677734375,92780.0
247,248.0,169.29616117477417,92780.0
248,249.0,170.01674461364746,92780.0
249,250.0,170.96820521354675,92780.0
250,251.0,171.58216643333435,92780.0
251,252.0,172.4616482257843,92780.0
252,253.0,173.26219511032104,92780.0
253,254.0,174.12668776512146,92780.0
254,255.0,174.7713167667389,92780.0
255,256.0,175.56785345077515,92780.0
256,257.0,176.2764434814453,92780.0
257,258.0,177.2298936843872,92780.0
258,259.0,178.03642797470093,92780.0
259,260.0,178.99188470840454,92780.0
260,261.0,179.94333481788635,92780.0
261,262.0,180.7308931350708,92780.0
262,263.0,181.4404695034027,92780.0
263,264.0,182.2370114326477,92780.0
264,265.0,183.19145822525024,92705.0
265,266.0,183.99200749397278,92705.0
266,267.0,184.87849593162537,92705.0
267,268.0,185.74199652671814,92705.0
268,269.0,186.69144868850708,92705.0
269,270.0,187.34307169914246,92705.0
270,271.0,188.2145676612854,92705.0
271,272.0,189.101065158844,92705.0
272,273.0,189.90460085868835,92705.0
273,274.0,190.77311301231384,92705.0
274,275.0,191.6605863571167,92705.0
275,276.0,192.6130497455597,92705.0
276,277.0,193.49552607536316,92705.0
277,278.0,194.1401674747467,92705.0
278,279.0,194.86275053024292,92705.0
279,280.0,195.74722504615784,92705.0
280,281.0,196.63870978355408,92705.0
281,282.0,197.34731483459473,92705.0
282,283.0,198.24378323554993,92705.0
283,284.0,198.96939754486084,92705.0
284,285.0,199.80801486968994,92705.0
285,286.0,200.446635723114,92705.0
286,287.0,201.24317622184753,92705.0
287,288.0,201.89380025863647,92705.0
288,289.0,202.62938499450684,92705.0
289,290.0,203.2850112915039,92705.0
290,291.0,204.2514374256134,92705.0
291,292.0,205.12093567848206,92705.0
292,293.0,205.83552241325378,92705.0
293,294.0,206.5641210079193,92705.0
294,295.0,207.536550283432,92705.0
295,296.0,208.11423301696777,92630.0
296,297.0,209.05470204353333,92630.0
297,298.0,209.93018245697021,92630.0
298,299.0,210.73271799087524,92630.0
299,300.0,211.4503035545349,92630.0
300,301.0,212.25284147262573,92630.0
301,302.0,213.00240778923035,92630.0
302,303.0,213.81093978881836,92630.0
303,304.0,214.53553462028503,92630.0
304,305.0,215.41401529312134,92630.0
305,306.0,216.3594777584076,92630.0
306,307.0,217.3129162788391,92630.0
307,308.0,218.0345115661621,92630.0
308,309.0,218.9169900417328,92630.0
309,310.0,219.8634533882141,92630.0
310,311.0,220.67098999023438,92630.0
311,312.0,221.39255928993225,92630.0
312,313.0,222.18311977386475,92630.0
313,314.0,223.0866265296936,92630.0
314,315.0,224.05708146095276,92630.0
315,316.0,224.87363266944885,92630.0
316,317.0,225.51928424835205,92630.0
317,318.0,226.47871661186218,92630.0
318,319.0,227.35622310638428,92630.0
319,320.0,228.17075204849243,92630.0
320,321.0,229.05322933197021,92555.0
321,322.0,230.1842246055603,92555.0
322,323.0,230.9108018875122,92555.0
323,324.0,231.70933985710144,92555.0
324,325.0,232.51486468315125,92555.0
325,326.0,233.38936066627502,92555.0
326,327.0,234.11094212532043,92555.0
327,328.0,234.83452558517456,92555.0
328,329.0,235.71301698684692,92555.0
329,330.0,236.63161826133728,92555.0
330,331.0,237.352201461792,92555.0
331,332.0,238.09378695487976,92555.0
332,333.0,238.82135224342346,92555.0
333,334.0,239.61591720581055,92555.0
334,335.0,240.25656151771545,92555.0
335,336.0,241.0590844154358,92555.0
336,337.0,241.7826669216156,92555.0
337,338.0,242.58721089363098,92555.0
338,339.0,243.382741689682,92555.0
339,340.0,244.02538442611694,92555.0
340,341.0,244.82990646362305,92555.0
341,342.0,245.7064173221588,92555.0
342,343.0,246.42700791358948,92555.0
343,344.0,247.31249618530273,92555.0
344,345.0,247.88116836547852,92555.0
345,346.0,248.74869394302368,92555.0
346,347.0,249.53922843933105,92555.0
347,348.0,250.2648332118988,92555.0
348,349.0,251.00243711471558,92555.0
349,350.0,251.79895973205566,92555.0
350,351.0,252.61650037765503,92555.0
351,352.0,253.4989902973175,92480.0
352,353.0,254.29951524734497,92480.0
353,354.0,255.18001914024353,92480.0
354,355.0,255.90758609771729,92480.0
355,356.0,256.7151322364807,92480.0
356,357.0,257.5186564922333,92480.0
357,358.0,258.3161931037903,92480.0
358,359.0,259.03380489349365,92480.0
359,360.0,259.76037764549255,92480.0
360,361.0,260.6328730583191,92480.0
361,362.0,261.416410446167,92480.0
362,363.0,262.14300513267517,92480.0
363,364.0,263.09245228767395,92480.0
364,365.0,263.81102681159973,92405.0
365,366.0,264.6815254688263,92405.0
366,367.0,265.55303597450256,92405.0
367,368.0,266.35655784606934,92405.0
368,369.0,266.92722606658936,92405.0
369,370.0,267.74375557899475,92405.0
370,371.0,268.62824606895447,92405.0
371,372.0,269.2808663845062,92405.0
372,373.0,270.231317281723,92405.0
373,374.0,271.23173928260803,92405.0
374,375.0,272.1122305393219,92405.0
375,376.0,272.91877818107605,92405.0
376,377.0,273.5813958644867,92405.0
377,378.0,274.3779318332672,92405.0
378,379.0,277.7828404903412,92405.0
379,380.0,278.6247441768646,92405.0
380,381.0,279.43828201293945,92405.0
381,382.0,280.2358248233795,92405.0
382,383.0,281.0233745574951,92405.0
383,384.0,281.8228943347931,92405.0
384,385.0,282.6264305114746,92405.0
385,386.0,283.2750563621521,92405.0
386,387.0,284.0735945701599,92405.0
387,388.0,284.8851261138916,92405.0
388,389.0,285.69365763664246,92405.0
389,390.0,286.57015323638916,92405.0
390,391.0,287.29573345184326,92405.0
391,392.0,288.0263123512268,92405.0
392,393.0,288.82584834098816,92405.0
393,394.0,289.7053425312042,92405.0
394,395.0,290.5818417072296,92405.0
395,396.0,291.24446535110474,92405.0
396,397.0,292.05398416519165,92405.0
397,398.0,292.4787483215332,92405.0
398,399.0,293.19433522224426,92405.0
399,400.0,293.8309667110443,92405.0
400,401.0,294.4815809726715,92405.0
401,402.0,295.28911423683167,92405.0
402,403.0,296.1706049442291,92405.0
403,404.0,296.9761390686035,92405.0
404,405.0,297.93658447265625,92405.0
405,406.0,298.66116523742676,92405.0
406,407.0,299.3137891292572,92405.0
407,408.0,300.11032819747925,92405.0
408,409.0,300.98783111572266,92405.0
409,410.0,301.71340322494507,92405.0
410,411.0,302.59090542793274,92405.0
411,412.0,303.4673891067505,92405.0
412,413.0,304.26393032073975,92405.0
413,414.0,305.13543486595154,92405.0
414,415.0,305.9349730014801,92405.0
415,416.0,306.6645426750183,92405.0
416,417.0,307.4500894546509,92405.0
417,418.0,308.36955642700195,92405.0
418,419.0,309.3350088596344,92405.0
419,420.0,310.1415331363678,92405.0
420,421.0,310.8071479797363,92405.0
421,422.0,311.54573154449463,92405.0
422,423.0,312.2972972393036,92405.0
423,424.0,313.01688265800476,92405.0
424,425.0,314.14622044563293,92405.0
425,426.0,315.16063237190247,92405.0
426,427.0,316.012140750885,92405.0
427,428.0,316.8648281097412,92405.0
428,429.0,317.69249987602234,92405.0
429,430.0,318.5090434551239,92405.0
430,431.0,319.31856060028076,92405.0
431,432.0,320.1781187057495,92405.0
432,433.0,320.9187009334564,92405.0
433,434.0,321.891149520874,92405.0
434,435.0,322.56375098228455,92405.0
435,436.0,323.4682283401489,92330.0
436,437.0,324.367707490921,92330.0
437,438.0,325.2591927051544,92330.0
438,439.0,326.0667266845703,92330.0
439,440.0,326.733341217041,92330.0
440,441.0,327.3949589729309,92330.0
441,442.0,328.2004933357239,92330.0
442,443.0,328.959068775177,92330.0
443,444.0,329.68363785743713,92330.0
444,445.0,330.42521810531616,92330.0
445,446.0,331.16677927970886,92330.0
446,447.0,332.0562663078308,92330.0
447,448.0,332.73088932037354,92330.0
448,449.0,333.6333546638489,92330.0
449,450.0,334.41989970207214,92330.0
450,451.0,335.2634131908417,92330.0
451,452.0,336.3118169307709,92330.0
452,453.0,337.0713677406311,92330.0
453,454.0,337.7289879322052,92330.0
454,455.0,338.5834939479828,92330.0
455,456.0,339.4240221977234,92330.0
456,457.0,340.2215573787689,92330.0
457,458.0,340.9811222553253,92330.0
458,459.0,341.688702583313,92330.0
459,460.0,342.5881803035736,92330.0
460,461.0,343.61558651924133,92330.0
461,462.0,344.45010590553284,92330.0
462,463.0,345.18567943573,92330.0
463,464.0,345.9952118396759,92330.0
464,465.0,346.75777220726013,92330.0
465,466.0,347.48236203193665,92330.0
466,467.0,348.2729094028473,92330.0
467,468.0,349.08242869377136,92330.0
468,469.0,349.978910446167,92330.0
469,470.0,350.7964382171631,92330.0
470,471.0,351.61697721481323,92330.0
471,472.0,352.4244976043701,92330.0
472,473.0,353.29799246788025,92330.0
473,474.0,354.02957916259766,92330.0
474,475.0,354.85110545158386,92330.0
475,476.0,355.4397552013397,92330.0
476,477.0,356.1703462600708,92330.0
477,478.0,357.08380484580994,92330.0
478,479.0,357.8293743133545,92330.0
479,480.0,358.68688011169434,92330.0
480,481.0,359.5274066925049,92330.0
481,482.0,360.5458047389984,92330.0
482,483.0,361.3613429069519,92330.0
483,484.0,362.0239691734314,92330.0
484,485.0,362.9054503440857,92330.0
485,486.0,363.7070002555847,92330.0
486,487.0,364.70940828323364,92330.0
487,488.0,365.4269938468933,92330.0
488,489.0,366.1655673980713,92330.0
489,490.0,367.062047958374,92330.0
490,491.0,367.7886281013489,92330.0
491,492.0,368.6901071071625,92330.0
492,493.0,369.49864196777344,92330.0
493,494.0,370.3871273994446,92330.0
494,495.0,371.1846807003021,92255.0
495,496.0,371.831303358078,92255.0
496,497.0,372.64783477783203,92255.0
497,498.0,373.37240290641785,92255.0
498,499.0,374.2189145088196,92255.0
499,500.0,375.08441257476807,92255.0
500,501.0,375.8829517364502,92255.0
501,502.0,376.7864294052124,92255.0
502,503.0,377.5160222053528,92255.0
503,504.0,378.1756339073181,92255.0
504,505.0,378.7573175430298,92255.0
505,506.0,379.5588347911835,92255.0
506,507.0,380.4463222026825,92255.0
507,508.0,381.2518701553345,92255.0
508,509.0,382.0643973350525,92255.0
509,510.0,382.8629274368286,92255.0
510,511.0,383.50555396080017,92255.0
511,512.0,384.2291543483734,92255.0
512,513.0,384.7978165149689,92255.0
513,514.0,385.518399477005,92255.0
514,515.0,386.1550419330597,92255.0
515,516.0,386.9555687904358,92255.0
516,517.0,387.84105825424194,92255.0
517,518.0,388.4936912059784,92255.0
518,519.0,389.1413199901581,92255.0
519,520.0,389.96283173561096,92255.0
520,521.0,390.76037192344666,92255.0
521,522.0,391.5479290485382,92255.0
522,523.0,392.4264097213745,92255.0
523,524.0,393.123006105423,92255.0
524,525.0,393.9225435256958,92255.0
525,526.0,394.73108649253845,92255.0
526,527.0,395.64256024360657,92255.0
527,528.0,396.5320384502411,92180.0
528,529.0,397.41252756118774,92180.0
529,530.0,398.0691809654236,92180.0
530,531.0,398.97465991973877,92180.0
531,532.0,399.9460988044739,92180.0
532,533.0,400.6786754131317,92180.0
533,534.0,401.49420404434204,92180.0
534,535.0,401.98093485832214,92180.0
535,536.0,402.63954043388367,92180.0
536,537.0,403.37611651420593,92180.0
537,538.0,404.1147367954254,92180.0
538,539.0,404.9902186393738,92180.0
539,540.0,405.78975534439087,92180.0
540,541.0,406.51933550834656,92180.0
541,542.0,407.32086968421936,92180.0
542,543.0,408.0934238433838,92180.0
543,544.0,408.88796496391296,92180.0
544,545.0,409.6994957923889,92180.0
545,546.0,410.51703906059265,92105.0
546,547.0,411.3985285758972,92105.0
547,548.0,412.2030522823334,92105.0
548,549.0,413.156498670578,92105.0
549,550.0,413.8091220855713,92105.0
550,551.0,414.5506925582886,92105.0
551,552.0,415.2952630519867,92105.0
552,553.0,416.0987994670868,92105.0
553,554.0,416.81043577194214,92105.0
554,555.0,417.5439977645874,92105.0
555,556.0,418.3865122795105,92105.0
556,557.0,419.3609492778778,92105.0
557,558.0,420.0905361175537,92105.0
558,559.0,420.8970801830292,92105.0
559,560.0,421.622661113739,92105.0
560,561.0,422.5411307811737,92105.0
561,562.0,423.3486547470093,92105.0
562,563.0,424.31111907958984,92105.0
563,564.0,425.18261456489563,92105.0
564,565.0,425.75329852104187,92105.0
565,566.0,426.46887159347534,92105.0
566,567.0,427.3483738899231,92105.0
567,568.0,428.0899353027344,92105.0
568,569.0,429.05437898635864,92105.0
569,570.0,429.7889530658722,92105.0
570,571.0,430.5235733985901,92105.0
571,572.0,431.3391046524048,92105.0
572,573.0,432.30454659461975,92105.0
573,574.0,433.0161488056183,92105.0
574,575.0,433.74272561073303,92105.0
575,576.0,434.7001769542694,92105.0
576,577.0,435.5087058544159,92105.0
577,578.0,436.46814155578613,92105.0
578,579.0,437.33364176750183,92105.0
579,580.0,438.23312163352966,92105.0
580,581.0,438.97769117355347,92105.0
581,582.0,439.7822358608246,92105.0
582,583.0,440.57277035713196,92105.0
583,584.0,441.37430596351624,92105.0
584,585.0,442.33675050735474,92105.0
585,586.0,443.0613646507263,92105.0
586,587.0,443.7039933204651,92105.0
587,588.0,444.51852440834045,92105.0
588,589.0,445.48696279525757,92105.0
589,590.0,446.0606324672699,92105.0
590,591.0,446.78921151161194,92105.0
591,592.0,447.67469930648804,92105.0
592,593.0,448.5711808204651,92105.0
593,594.0,449.5276291370392,92105.0
594,595.0,450.33616280555725,92105.0
595,596.0,451.3006045818329,92105.0
596,597.0,451.9582395553589,92105.0
597,598.0,452.8417286872864,92105.0
598,599.0,453.4843587875366,92105.0
599,600.0,454.3048915863037,92105.0
600,601.0,457.9033532142639,92105.0
601,602.0,458.72687435150146,92105.0
602,603.0,459.69232296943665,92105.0
603,604.0,460.49684286117554,92105.0
604,605.0,461.06152534484863,92105.0
605,606.0,462.01496410369873,92105.0
606,607.0,462.57563996315,92105.0
607,608.0,463.44313859939575,92105.0
608,609.0,464.1497313976288,92105.0
609,610.0,465.0292229652405,92105.0
610,611.0,465.9207081794739,92105.0
611,612.0,466.6213045120239,92030.0
612,613.0,467.50679183006287,92030.0
613,614.0,468.2383816242218,92030.0
614,615.0,469.1138725280762,92030.0
615,616.0,470.065327167511,92030.0
616,617.0,471.0167636871338,92030.0
617,618.0,471.7493498325348,92030.0
618,619.0,472.56388235092163,92030.0
619,620.0,473.44036293029785,92030.0
620,621.0,474.3628628253937,92030.0
621,622.0,475.2233347892761,92030.0
622,623.0,476.09184074401855,92030.0
623,624.0,476.96832609176636,92030.0
624,625.0,477.80983781814575,92030.0
625,626.0,478.61337327957153,92030.0
626,627.0,479.5048792362213,92030.0
627,628.0,480.3823707103729,92030.0
628,629.0,481.18291783332825,92030.0
629,630.0,481.8965103626251,92030.0
630,631.0,482.61110615730286,92030.0
631,632.0,483.49260663986206,92030.0
632,633.0,484.13424015045166,92030.0
633,634.0,485.08367824554443,92030.0
634,635.0,485.8872230052948,92030.0
635,636.0,486.53484869003296,92030.0
636,637.0,487.3993401527405,92030.0
637,638.0,488.20287585258484,92030.0
638,639.0,488.8774993419647,92030.0
639,640.0,489.6650311946869,92030.0
640,641.0,490.3866140842438,92030.0
641,642.0,491.2591230869293,92030.0
642,643.0,492.13360714912415,92030.0
643,644.0,492.8491916656494,92030.0
644,645.0,493.7226984500885,92030.0
645,646.0,494.36231660842896,92030.0
646,647.0,495.1688508987427,92030.0
647,648.0,496.1123192310333,92030.0
648,649.0,496.9148516654968,92030.0
649,650.0,497.56046891212463,92030.0
650,651.0,498.35101199150085,92030.0
651,652.0,499.06659865379333,92030.0
652,653.0,500.1140170097351,92030.0
653,654.0,500.89556431770325,92030.0
654,655.0,501.79104685783386,92030.0
655,656.0,502.7954671382904,92030.0
656,657.0,503.54206705093384,92030.0
657,658.0,504.49352955818176,92030.0
658,659.0,505.4469664096832,92030.0
659,660.0,506.16556549072266,92030.0
660,661.0,506.9700872898102,92030.0
661,662.0,507.782616853714,92030.0
662,663.0,508.43525290489197,92030.0
663,664.0,509.31676411628723,92030.0
664,665.0,510.2022521495819,92030.0
665,666.0,510.8538761138916,92030.0
666,667.0,511.6434335708618,92030.0
667,668.0,512.3719987869263,92030.0
668,669.0,512.9406852722168,92030.0
669,670.0,513.8231611251831,91955.0
670,671.0,514.6337058544159,91955.0
671,672.0,515.5221786499023,91955.0
672,673.0,516.2487599849701,91955.0
673,674.0,517.0572922229767,91955.0
674,675.0,518.017758846283,91955.0
675,676.0,518.8892569541931,91955.0
676,677.0,519.6878094673157,91955.0
677,678.0,520.1845195293427,91955.0
678,679.0,521.054004907608,91955.0
679,680.0,521.9295125007629,91955.0
680,681.0,522.7390415668488,91955.0
681,682.0,523.615561246872,91955.0
682,683.0,524.5630033016205,91955.0
683,684.0,525.4594841003418,91955.0
684,685.0,526.1061100959778,91880.0
685,686.0,526.8916583061218,91880.0
686,687.0,527.8610966205597,91880.0
687,688.0,528.6496407985687,91880.0
688,689.0,529.5281436443329,91880.0
689,690.0,530.261711359024,91880.0
690,691.0,531.215172290802,91880.0
691,692.0,531.855788230896,91880.0
692,693.0,532.6693181991577,91880.0
693,694.0,533.2319986820221,91880.0
694,695.0,534.0145416259766,91880.0
695,696.0,534.9640064239502,91880.0
696,697.0,535.60861992836,91880.0
697,698.0,536.4881117343903,91880.0
698,699.0,537.4545645713806,91880.0
699,700.0,538.1901290416718,91880.0
700,701.0,539.0836124420166,91880.0
701,702.0,539.9751105308533,91880.0
702,703.0,540.461829662323,91880.0
703,704.0,541.2623796463013,91880.0
704,705.0,542.2188150882721,91880.0
705,706.0,543.0163400173187,91880.0
706,707.0,543.8998296260834,91880.0
707,708.0,544.7623310089111,91880.0
708,709.0,545.3589863777161,91880.0
709,710.0,546.1445326805115,91880.0
710,711.0,546.7202010154724,91880.0
711,712.0,547.5027477741241,91880.0
712,713.0,548.1793670654297,91880.0
713,714.0,549.1477975845337,91880.0
714,715.0,549.8673813343048,91880.0
715,716.0,550.6079533100128,91880.0
716,717.0,551.559424161911,91880.0
717,718.0,552.2979879379272,91805.0
718,719.0,553.1005251407623,91805.0
719,720.0,553.9910113811493,91805.0
720,721.0,554.7395870685577,91805.0
721,722.0,555.5321321487427,91805.0
722,723.0,556.2507042884827,91705.0
723,724.0,556.9782838821411,91705.0
724,725.0,557.8687696456909,91705.0
725,726.0,558.5133981704712,91705.0
726,727.0,559.3279273509979,91705.0
727,728.0,560.2004225254059,91705.0
728,729.0,560.9999973773956,91705.0
729,730.0,561.8755013942719,91705.0
730,731.0,562.6730320453644,91705.0
731,732.0,563.4056077003479,91705.0
732,733.0,564.289110660553,91705.0
733,734.0,565.2395505905151,91705.0
734,735.0,565.9601311683655,91705.0
735,736.0,566.6017618179321,91705.0
736,737.0,567.4682605266571,91705.0
